Image,X,Y,Width,Height
9895.jpg,77,75,83,104
9896.jpg,88,73,81,109
9897.jpg,96,75,80,112
9898.jpg,80,69,90,111
9899.jpg,82,72,89,110
9900.jpg,83,73,82,104
9901.jpg,80,74,84,109
9902.jpg,78,70,87,115
9903.jpg,83,70,85,114
9904.jpg,79,69,88,110
9905.jpg,89,70,90,117
9906.jpg,86,72,82,110
9907.jpg,76,75,83,105
9908.jpg,92,72,84,110
9909.jpg,81,74,88,108
9910.jpg,83,72,84,108
9911.jpg,93,76,84,110
9912.jpg,90,75,83,108
9913.jpg,81,71,89,111
9914.jpg,80,73,88,110
9915.jpg,86,75,80,102
9916.jpg,77,68,85,110
9917.jpg,79,66,97,117
9918.jpg,75,72,91,111
9919.jpg,70,64,93,120
9920.jpg,66,70,102,117
9921.jpg,84,73,90,110
9922.jpg,82,74,87,109
9923.jpg,90,74,90,119
9924.jpg,67,69,92,119
9925.jpg,75,68,94,119
9926.jpg,83,68,90,112
9927.jpg,86,78,80,111
9928.jpg,80,76,87,113
9929.jpg,68,67,95,122
9930.jpg,76,71,89,115
9931.jpg,66,61,105,129
9932.jpg,82,70,85,113
9933.jpg,80,72,87,111
9934.jpg,72,71,100,121
9935.jpg,82,67,101,127
9936.jpg,81,67,89,118
9937.jpg,64,72,95,116
9938.jpg,80,62,94,119
9939.jpg,68,61,101,128
9940.jpg,76,69,94,117
9941.jpg,76,66,100,125
9942.jpg,69,65,102,129
9943.jpg,70,66,89,116
9944.jpg,77,66,97,124
9945.jpg,78,54,97,128
9946.jpg,68,61,102,124
9947.jpg,85,72,94,117
9948.jpg,77,63,88,120
9949.jpg,59,65,103,133
9950.jpg,70,76,88,109
9951.jpg,81,66,92,119
9952.jpg,82,67,93,114
9953.jpg,84,74,86,109
9954.jpg,75,68,92,121
9955.jpg,66,67,98,124
9956.jpg,85,66,90,119
9957.jpg,80,70,94,117
9958.jpg,97,63,85,118
9959.jpg,81,67,84,111
9960.jpg,85,64,87,117
9961.jpg,84,77,79,102
9962.jpg,88,70,80,108
9963.jpg,77,69,83,110
9964.jpg,79,68,85,112
9965.jpg,79,65,84,117
9966.jpg,74,67,95,123
9967.jpg,95,72,78,104
9968.jpg,71,70,94,115
9969.jpg,83,71,86,115
9970.jpg,78,68,94,114
9971.jpg,81,67,90,119
9972.jpg,75,60,94,117
9973.jpg,85,74,92,113
9974.jpg,81,79,94,109
9975.jpg,51,57,142,171
9976.jpg,80,64,96,121
9977.jpg,79,69,91,120
9978.jpg,62,69,102,120
9979.jpg,65,62,99,129
9980.jpg,86,65,92,126
9981.jpg,86,69,94,123
9982.jpg,78,65,94,124
9983.jpg,81,69,90,119
9984.jpg,96,72,83,109
9985.jpg,77,63,92,120
9986.jpg,73,66,111,124
9987.jpg,82,64,106,129
9988.jpg,73,76,91,107
9989.jpg,75,66,89,115
9990.jpg,71,67,88,113
9991.jpg,43,58,120,159
9992.jpg,59,64,103,129
9993.jpg,82,81,82,103
9994.jpg,66,64,94,122
9995.jpg,32,50,126,178
9996.jpg,91,72,84,109
9997.jpg,69,67,92,126
9998.jpg,88,67,104,130
9999.jpg,85,74,85,108
10000.jpg,84,71,87,106
10001.jpg,79,75,92,105
10002.jpg,64,70,105,123
10003.jpg,82,65,94,122
10004.jpg,77,73,85,98
10005.jpg,52,66,119,144
10006.jpg,80,67,96,113
10007.jpg,63,61,100,127
10008.jpg,71,68,103,127
10009.jpg,58,70,112,137
10010.jpg,71,66,90,114
10011.jpg,82,68,89,111
10012.jpg,62,75,103,126
10013.jpg,87,84,76,95
10014.jpg,83,71,95,119
10015.jpg,74,64,114,135
10016.jpg,82,66,93,116
10017.jpg,70,73,92,116
10018.jpg,76,67,92,118
10019.jpg,79,67,103,124
10020.jpg,71,66,92,125
10021.jpg,73,75,86,110
10022.jpg,64,68,98,123
10023.jpg,70,65,94,122
10024.jpg,79,61,94,123
10025.jpg,63,65,98,122
10026.jpg,88,71,98,117
10027.jpg,84,71,94,112
10028.jpg,78,73,87,111
10029.jpg,89,69,85,110
10030.jpg,87,77,81,106
10031.jpg,85,75,87,110
10032.jpg,77,65,96,121
10033.jpg,86,77,87,107
10034.jpg,80,62,91,120
10035.jpg,76,74,82,105
10036.jpg,63,63,99,124
10037.jpg,77,71,87,112
10038.jpg,80,68,98,120
10039.jpg,74,63,95,120
10040.jpg,68,63,97,126
10041.jpg,76,63,100,133
10042.jpg,76,67,93,121
10043.jpg,61,72,101,114
10044.jpg,74,65,90,115
10045.jpg,79,68,94,117
10046.jpg,80,85,80,96
10047.jpg,74,67,100,124
10048.jpg,72,68,93,121
10049.jpg,81,67,96,120
10050.jpg,75,76,87,108
10051.jpg,76,71,101,118
10052.jpg,68,65,105,132
10053.jpg,77,65,94,124
10054.jpg,75,70,91,112
10055.jpg,66,59,104,126
10056.jpg,73,70,94,113
10057.jpg,74,76,95,112
10058.jpg,82,72,97,115
10059.jpg,73,70,89,123
10060.jpg,81,75,87,117
10061.jpg,75,69,96,119
10062.jpg,74,68,92,110
10063.jpg,85,65,91,122
10064.jpg,81,70,99,127
10065.jpg,77,63,94,122
10066.jpg,75,63,95,120
10067.jpg,78,69,89,113
10068.jpg,70,65,98,120
10069.jpg,63,68,94,119
10070.jpg,80,68,91,121
10071.jpg,74,69,91,121
10072.jpg,79,70,90,115
10073.jpg,83,67,84,110
10074.jpg,79,66,108,124
10075.jpg,65,69,87,112
10076.jpg,81,65,94,130
10077.jpg,86,73,89,117
10078.jpg,79,61,101,135
10079.jpg,77,72,87,115
10080.jpg,71,64,92,124
10081.jpg,94,67,88,125
10082.jpg,83,64,91,124
10083.jpg,75,73,82,100
10084.jpg,86,64,93,123
10085.jpg,69,67,98,121
10086.jpg,82,65,88,123
10087.jpg,93,63,79,114
10088.jpg,84,64,93,125
10089.jpg,81,82,92,108
10090.jpg,88,63,94,128
10091.jpg,96,74,81,102
10092.jpg,95,76,78,102
10093.jpg,77,73,92,115
10094.jpg,77,72,91,111
10095.jpg,69,66,85,118
10096.jpg,72,63,95,127
10097.jpg,72,67,95,116
10098.jpg,84,74,89,114
10099.jpg,84,73,88,106
10100.jpg,83,71,90,117
10101.jpg,77,71,92,111
10102.jpg,74,63,94,123
10103.jpg,74,62,99,124
10104.jpg,66,70,101,122
10105.jpg,60,68,109,134
10106.jpg,72,64,96,124
10107.jpg,93,70,81,113
10108.jpg,73,60,94,122
10109.jpg,75,69,96,119
10110.jpg,77,59,102,127
10111.jpg,78,72,88,110
10112.jpg,79,61,88,118
10113.jpg,79,65,98,125
10114.jpg,57,64,97,127
10115.jpg,79,68,88,113
10116.jpg,67,70,96,121
10117.jpg,71,62,95,123
10118.jpg,79,65,96,121
10119.jpg,83,72,95,123
10120.jpg,79,68,95,118
10121.jpg,87,63,108,133
10122.jpg,86,71,92,115
10123.jpg,80,68,92,120
10124.jpg,89,64,94,122
10125.jpg,72,67,99,132
10126.jpg,86,69,86,118
10127.jpg,80,72,89,113
10128.jpg,78,64,92,120
10129.jpg,72,67,90,121
10130.jpg,62,64,97,126
10131.jpg,98,63,96,131
10132.jpg,83,74,86,114
10133.jpg,69,68,99,124
10134.jpg,76,64,97,127
10135.jpg,80,75,87,105
10136.jpg,76,71,104,125
10137.jpg,91,69,88,112
10138.jpg,92,72,84,110
10139.jpg,81,66,87,117
10140.jpg,77,66,90,118
10141.jpg,78,71,85,109
10142.jpg,84,73,85,107
10143.jpg,82,72,90,111
10144.jpg,75,74,96,109
10145.jpg,84,69,94,116
10146.jpg,79,69,89,112
10147.jpg,96,66,87,117
10148.jpg,79,69,90,117
10149.jpg,77,65,92,124
10150.jpg,78,64,90,125
10151.jpg,98,69,92,126
10152.jpg,68,71,92,117
10153.jpg,69,61,91,122
10154.jpg,71,66,92,121
10155.jpg,78,65,88,120
10156.jpg,82,73,92,118
10157.jpg,74,66,97,120
10158.jpg,74,66,93,116
10159.jpg,66,67,95,117
10160.jpg,82,71,88,112
10161.jpg,74,64,95,125
10162.jpg,79,57,97,130
10163.jpg,74,63,101,135
10164.jpg,83,65,97,123
10165.jpg,61,71,98,115
10166.jpg,84,72,90,110
10167.jpg,79,72,87,110
10168.jpg,76,68,90,116
10169.jpg,89,73,81,103
10170.jpg,83,67,86,115
10171.jpg,80,63,86,118
10172.jpg,77,66,92,118
10173.jpg,71,75,78,108
10174.jpg,78,61,93,127
10175.jpg,68,66,90,126
10176.jpg,96,71,77,112
10177.jpg,77,65,93,119
10178.jpg,70,69,87,115
10179.jpg,69,70,96,120
10180.jpg,79,74,90,116
10181.jpg,77,63,96,125
10182.jpg,81,70,96,124
10183.jpg,73,70,97,118
10184.jpg,68,68,93,116
10185.jpg,81,67,89,109
10186.jpg,79,72,91,122
10187.jpg,73,67,96,118
10188.jpg,85,68,94,123
10189.jpg,81,71,87,107
10190.jpg,84,66,98,121
10191.jpg,75,68,100,132
10192.jpg,78,57,88,120
10193.jpg,71,67,101,120
10194.jpg,76,70,93,120
10195.jpg,71,74,110,123
10196.jpg,83,68,90,114
10197.jpg,82,62,88,117
10198.jpg,79,60,96,126
10199.jpg,78,67,92,120
10200.jpg,67,68,90,119
10201.jpg,83,61,95,135
10202.jpg,75,76,89,112
10203.jpg,67,62,99,124
10204.jpg,68,70,87,112
10205.jpg,82,61,92,117
10206.jpg,76,65,97,120
10207.jpg,66,71,92,114
10208.jpg,86,62,97,126
10209.jpg,66,64,97,131
10210.jpg,65,68,93,116
10211.jpg,72,71,86,111
10212.jpg,77,72,86,112
10213.jpg,74,73,91,110
10214.jpg,78,55,121,149
10215.jpg,77,76,92,106
10216.jpg,82,62,91,123
10217.jpg,76,70,92,115
10218.jpg,72,63,98,120
10219.jpg,78,71,86,110
10220.jpg,74,68,90,117
10221.jpg,80,73,90,105
10222.jpg,74,64,97,122
10223.jpg,84,64,99,129
10224.jpg,74,62,104,134
10225.jpg,72,66,89,115
10226.jpg,59,65,101,133
10227.jpg,92,71,82,113
10228.jpg,73,72,82,107
10229.jpg,70,75,77,101
10230.jpg,76,61,128,161
10231.jpg,86,74,93,115
10232.jpg,88,77,73,88
10233.jpg,76,71,102,124
10234.jpg,72,66,93,119
10235.jpg,71,75,81,106
10236.jpg,83,67,92,115
10237.jpg,81,68,94,117
10238.jpg,79,67,101,123
10239.jpg,87,64,96,125
10240.jpg,68,66,104,130
10241.jpg,58,73,99,124
10242.jpg,71,69,96,120
10243.jpg,81,73,92,115
10244.jpg,84,73,93,111
10245.jpg,66,72,98,117
10246.jpg,67,74,86,106
10247.jpg,77,67,94,114
10248.jpg,70,66,95,118
10249.jpg,101,71,79,103
10250.jpg,75,67,94,125
10251.jpg,83,67,99,122
10252.jpg,70,69,96,121
10253.jpg,76,68,96,118
10254.jpg,71,72,95,115
10255.jpg,80,65,94,122
10256.jpg,61,68,109,128
10257.jpg,68,63,107,130
10258.jpg,57,68,97,129
10259.jpg,78,73,92,115
10260.jpg,84,74,88,108
10261.jpg,62,62,101,130
10262.jpg,79,67,101,123
10263.jpg,74,71,99,118
10264.jpg,83,67,100,128
10265.jpg,73,77,88,112
10266.jpg,69,67,101,129
10267.jpg,78,73,91,111
10268.jpg,78,76,90,112
10269.jpg,73,67,91,119
10270.jpg,73,67,95,118
10271.jpg,72,67,95,120
10272.jpg,71,69,94,119
10273.jpg,71,66,94,118
10274.jpg,90,66,89,110
10275.jpg,73,70,94,119
10276.jpg,80,70,87,114
10277.jpg,57,60,96,129
10278.jpg,77,69,90,115
10279.jpg,80,81,87,100
10280.jpg,74,66,87,114
10281.jpg,70,64,98,120
10282.jpg,76,66,104,129
10283.jpg,88,67,91,128
10284.jpg,70,69,105,126
10285.jpg,81,72,88,114
10286.jpg,61,70,103,132
10287.jpg,87,69,87,112
10288.jpg,63,69,99,122
10289.jpg,65,70,98,116
10290.jpg,167,111,68,84
10291.jpg,82,73,95,114
10292.jpg,74,73,104,128
10293.jpg,74,66,100,125
10294.jpg,65,65,104,131
10295.jpg,79,55,116,157
10296.jpg,71,66,97,121
10297.jpg,74,73,92,114
10298.jpg,80,73,92,107
10299.jpg,76,66,96,118
10300.jpg,88,64,92,124
10301.jpg,83,62,87,115
10302.jpg,77,72,88,112
10303.jpg,77,69,88,114
10304.jpg,84,74,85,109
10305.jpg,77,70,93,120
10306.jpg,80,73,94,122
10307.jpg,76,66,96,125
10308.jpg,77,70,87,110
10309.jpg,74,75,87,111
10310.jpg,75,65,95,124
10311.jpg,80,63,88,119
10312.jpg,71,75,85,103
10313.jpg,78,72,87,110
10314.jpg,84,65,89,120
10315.jpg,78,71,94,113
10316.jpg,72,75,90,114
10317.jpg,79,65,95,122
10318.jpg,71,67,95,122
10319.jpg,56,58,101,140
10320.jpg,61,69,94,120
10321.jpg,76,73,84,108
10322.jpg,61,65,89,120
10323.jpg,72,66,103,125
10324.jpg,65,67,103,120
10325.jpg,85,72,96,124
10326.jpg,85,72,104,124
10327.jpg,72,70,96,116
10328.jpg,71,62,100,124
10329.jpg,75,64,95,123
10330.jpg,76,61,98,130
10331.jpg,84,75,86,106
10332.jpg,79,56,116,153
10333.jpg,71,64,89,118
10334.jpg,87,77,80,105
10335.jpg,76,72,93,112
10336.jpg,61,68,97,128
10337.jpg,80,69,91,113
10338.jpg,77,75,87,109
10339.jpg,60,72,112,130
10340.jpg,76,63,100,127
10341.jpg,77,73,93,113
10342.jpg,84,72,80,106
10343.jpg,74,67,90,118
10344.jpg,76,60,99,133
10345.jpg,74,71,83,117
10346.jpg,87,71,87,114
10347.jpg,78,66,93,119
10348.jpg,65,65,97,126
10349.jpg,79,74,90,108
10350.jpg,70,66,92,124
10351.jpg,84,72,97,116
10352.jpg,97,73,85,107
10353.jpg,66,67,98,122
10354.jpg,84,67,96,120
10355.jpg,75,73,83,107
10356.jpg,86,72,82,101
10357.jpg,78,72,91,114
10358.jpg,77,76,91,109
10359.jpg,78,66,96,121
10360.jpg,74,67,90,115
10361.jpg,82,71,95,118
10362.jpg,67,66,97,122
10363.jpg,83,64,88,118
10364.jpg,78,66,92,120
10365.jpg,77,74,77,105
10366.jpg,80,73,85,114
10367.jpg,88,74,85,107
10368.jpg,76,78,85,108
10369.jpg,74,73,90,116
10370.jpg,74,74,94,111
10371.jpg,83,74,96,114
10372.jpg,88,73,86,110
10373.jpg,75,72,96,112
10374.jpg,79,64,95,126
10375.jpg,77,64,97,120
10376.jpg,64,64,99,122
10377.jpg,76,71,85,108
10378.jpg,60,66,103,126
10379.jpg,83,72,88,114
10380.jpg,70,63,104,141
